,to eat,,"komer
yest
khan/khat - winner",,manĝi,Essen,eten,att äta,at spise,å spise,manger,menjar,comer,comer,comer,mangiare,a mânca,për të ngrënë,Ith,bwyta,na fáo,jesti,jesti,jesti,da yam,da jade,jesť,jíst,jesti,yest',jeść,jesci,yisty,valgyti,ēst,enni,syödä,sööma,khaen lae,ko khaane ke,khētē,khānu,khāṇē,khāṇa la'ī,tinaḍāniki,cāppiṭuvataṟku,tinnalu,khāvā māṭē,brai khordan,xwarin,xūrdan,litanawul altaeam,lachol,mebilati,kula,a ci abinci,lati jẹun,dahar,yemek için,yemoq,jew,iýmek,je,idekh,qù chī,taberu,meogda,ăn,untuk makan,kumain,mangan,kin,kin,nhoam,kazhikkan,untuk makan
,to explain,,,,ekspliki,erklären,uitleggen,att förklara,at forklare,å forklare,expliquer,per explicar,para explicar,para explicar,explicar,spiegare,a explica,për të shpjeguar,a mhíniú,i egluro,gia na exigísei,razložiti,objasniti,objasniti,da obyasni,da se objasni,vysvetliť,vysvětlit,objasniti,"ob""yasnit'",wytłumaczyć,rastlumačyć,poyasnyty,paaiškinti,izskaidrot,megmagyarázni,selittää,selgitama,bayan karan lae,varnan karana,byākhyā karatē,vyākhyā garna,samajāvaṇē,samajhā'uṇa la'ī,vivarin̄caṭāniki,viḷakka,vivarisalu,samajāvavuṁ,brai tauzeah,şirove kirin,ʙajon kardan,lisharh,order lahsbir,lemabirarati,kueleza,don bayyana,lati se alaye,pikeun ngajelaskeun,açıklamak,tushuntirish uchun,tüsindirw,düşündirmek,tüşündürüü,tailbarlakh,jiěshì,setsumei suru,seolmyeonghagi,giải thích,untuk menjelaskan,upang ipaliwanag ang,kanggo nerangake,xṭhibāy,pheuooathibai,ponyol,vishadeekarikkan,untuk menerangkan
,to explore,,,,esplori,erforschen,ontdekken,att utforska,at udforske,å utforske,explorer,per explorar,para explorar,para explorar,explorar,esplorare,a explora,për të eksploruar,a iniúchadh,i archwilio,na exerevníso,raziskovati,istražiti,istražiti,da prouchi,da istražuvaat,preskúmať,prozkoumat,da istraži,issledovat',odkrywać,dasliedavać,doslidzhuvaty,tyrinėti,izpētīt,felfedezni,tutkia,uurida,tahqeeq karan lae,pata lagaane ke lie,anbēṣaṇa,anvēṣaṇa garna,anvēṣaṇa karaṇyāsāṭhī,paṛacōla karana la'ī,anvēṣin̄caḍāniki,ārāya,anvēṣisalu,anvēṣaṇa karavā māṭē,brai kashaf,vekolîn,kaşf kardan,liastikshaf,order lachkor,lemasesi,kuchunguza,don bincika,lati ṣawari,ngajajah,keşfetmek,kashf qilish,zerttew,gözlemek,izildöö,sudlakh,tànsuǒ,tansaku suru,tamgu,khám phá,untuk mengeksplorasi,maglakbay,kanggo njelajah,s̄ảrwc,pheuosamruad,daembi roukark,paryavekshanam,untuk meneroka
,to finish,,,,fini,beenden,af te maken,att avsluta,at færdiggøre,å bli ferdig,pour finir,acabar,para terminar,Rematar,terminar,finire,a termina,te mbaroj,Críoch,i orffen,na teleióso,končati,završiti,Završiti,da svŭrsha,da završi,dokončiť,dokončit,završiti,zakanchivat',skończyć,skončyć,zakinchuvaty,pabaigti,pabeigt,befejezni,saada valmiiksi,lõpetama,khatam karan lae,ko khatm karane,śēṣa,samāpta garna,samāpta karaṇyāsāṭhī,khatama karanā,pūrti cēyaḍāniki,muṭikka,mugisalu,samāpta karavā,brai payan dadan,qedandin,tamom kardan,lianiha',lesium,mech’emeri,kumaliza,don gamawa,lati pari,nepi ka rengse,bitirmek için,tugatish,ayaqtaw,gutarmak,bütürüü,duusgakh,wánchéng,shiageru,kkeutnaegi wihae,kêt thuc,menyelesaikan,tapusin,rampung,pheụ̄̀x s̄er̆c s̄în,soaled,ruochreal,poorthiyaakkan,untuk menamatkan
,to fly,,,,flugi,fliegen,vliegen,att flyga,at flyve,å fly,voler,volar,para volar,voar,voar,volare,a zbura,për të fluturuar,a eitilt,i hedfan,na petáxo,leteti,letjeti,letjeti,Letya,da leta,lietať,letět,leteti,letat',latać,liotać,litaty,skristi,lidot,repülni,lentää,lendama,parwaz karan lae,udaan bharane ke lie,uṛē,uḍnu,uḍaṇē,uḍaṇa la'ī,egaraṭāniki,paṟakka,hāralu,uḍavuṁ,brai parwaz,firîn,parvoz kardan,liltayaran,letus,mebireri,kuruka,tashi,lati fo,ngapung,uçmak,uchmoq,uşw,uçmak,uçuu,nisekh,fēixiáng,tobu ni wa,bihaeng,bay,terbang,lumipad,kanggo mabur,thī̀ ca bin,bin,daembi haohhaer,parakkan,untuk terbang
,to get,,check against below,,akiri,zu bekommen,krijgen,att få,at få,å få,obtenir,aconseguir,Llegar,conseguir,obter,ottenere,a obține,për të marrë,Faigh,i gael,na páro,dobiti,dobiti,dobiti,da poluchite,da se dobie,získať,dostat,da dobijem,poluchit',dostać,atrymać,otrymaty,gauti,dabūt,kapni,saada,saada,hasil karan lae,paane ke,pētē,pā'unu,miḷaviṇyā sāṭhī,lai āṇā,pondaḍāniki,peṟa,paḍeyalu,mēḷavavā māṭē,brai bay dast orden,wergirtin,giriftan,tahsul,order lekble,maginyeti,kupata,a samu,lati mu,kéngingkeun,almak için,olish uchun; olmoq,alw,almak,aluu,avakh,yào dédào,shutoku suru ni wa,eodgi wihae,để có được,mendapatkan,para makuha,kanggo njaluk,thī̀ ca dị̂ rạb,daihab,daembi ttuol ban,labhikkan,untuk mendapatkan
,to give,,"do - 328
dar - 893
dat/dav - 381
den - 1091",,doni,geben,geven,att ge,at give,å gi,donner,donar,dar,dar,dar,dare,a da,te japesh,Tabhair,i roi,to na díneis,dati,dati,dati,da dadesh,dava,dať,dát,dati,davat',dawać,davać,davaty,duoti,dot,adni,antaa,andma,deyan,de dena,pradāna karā,dinakō lāgi,dēṇē,nū dēṇa la'ī,ivvālani,koṭuppataṟku,nīḍalu,āpavuṁ,bakhshidan,Dayîn,dodan,likay 'ueti,let,mesit’eti,kutoa,don bayarwa,fún,méré,vermek,bermoq,berw,bermek,berüü,ögökh,jǐyǔ,age masu,juda,cho,memberi,magbigay,kanggo menehi,thī̀ ca h̄ı̂,aohai,daembi phtal aoy,nalkaan,untuk memberi
,to go,,check against below,,iri,gehen,gaan,att gå,at gå,å gå,aller,anar,ir,Ir,ir,andare,a merge,për të shkuar,dul,i fynd,na páo,iti,ići,ići,da otida,Da odi,ísť,jít,da ide,idti,iść,isci,yty,eiti,iet,menni,mennä,minema,wajan lae,chal dena,yā'ō,jānakō lāgi,jāṇyāsāṭhī,jāṇā,veḷḷaḍāniki,pōvataṟku,hōgalu,jā'ō,brai raftan,çûn,raftan,tuju,lelkat,togo,kwenda,don tafiya,lati lọ,indit,gitmek,bormoq,barw,gitmek,Togo,yavakh,qù,takeout,togo,đi,untuk pergi,pumunta,tindak ning,pị,pai,tow,pokaan,untuk pergi
,to have,,,,havi,haben,hebben,att ha,at have,å ha,avoir,tenir,tener,ter,Ter,avere,a avea,të kesh,a bheith acu,i gael,na écho,imeti,imati,imati,imam,da ima,mať,mít,imati,imet',mieć,mieć,maty,turėti,piederēt,birtokolni,olla,omama,hasil karan lae,rakhane ke lie,āchē,hunalā'ī,āhēta,kōla karana la'ī,kaligi uṇḍāli,vēṇṭum,hondalu,hōya,dashtan,hebûn,doştan,amtilak,order shihaya,meyazi,kuwa na,a samu,lati ni,boga,sahip olmak,bor,ïe bolw,bar bolmak,ee boluu,baikh,jùyǒu,motsu beki,gajda,có,memiliki,upang magkaroon,duwe,pheụ̄̀x thī̀ ca mī,mi,mean,undayirikkanam,untuk mempunyai
,to hear,,,,aŭdi,hören,horen,att höra,at høre,å høre,entendre,escoltar,escuchar,oir,ouvir,ascoltare,a auzi,te degjosh,a chloisteáil,clywed,na akoúso,slišati,čuti,čuti,da chuya,da se slušne,počuť,slyšet,čuti,slyshat',słyszeć,čuć,chuty,girdėti,dzirdēt,hallani,kuulla,kuulma,badhan lae,sunane ke lie,śunatē,sunnu,aikaṇyāsāṭhī,suṇana la'ī,vinuṭa,kēṭka,kēḷalu,sāmbhaḷavā,brai schneiden,bihîstin,şunidan,lakaa asmae,order leshmua,mesimati,kusikia,a ji,lati gbọ,ngadangu,duymak,eshitmoq,estw,eşitmek,uguu,sonsokh,tīngdào,kiku tame ni,deudda,nghe,mendengar,para marinig,krungu,thī̀ ca dị̂yin,dainyin,daembi stab,kelkkan,untuk mendengar
,to know,,,,scii,wissen,weten,att veta,at vide,å vite,savoir,saber,saber,saber,saber,sapere,a sti,të dish,fios a bheith agat,i gwybod,gia na xéreis,vedeti,znati,znati,da znam,da znae,vedieť,vědět,znati,znat',wiedzieć,viedać,znaty,žinoti,zināt,tudni,tietää,teadma,janan,jaanane ke,jānatē,thāhā pā'una,māhita asaṇē,nū patā karana la'ī,telusukonuṭaku,terintu koḷḷa,tiḷidukoḷḷalu,jāṇavā,brai dunston,Zanîn,donistan,limaerifa,ladat,mawek’i,kujua,don sani,lati mọ,uninga,bilmek,bilmoq,bilw,bilmek,bilüü,medekh,zhīdào,shiru ni wa,algo,để biết,untuk mengetahui,para malaman,ngerti,thī̀ ca rū̂ ẁā,hu,daembi doeng,ariyaan,untuk tahu
,to learn,,,,lerni,lernen,leren,att lära,at lære,å lære,apprendre,aprendre,aprender,aprender,aprender,per imparare,a invata,për të mësuar,foghlaim,i ddysgu,na mátho,učiti se,učiti,učiti,da naucha,da učat,učiť sa,učit se,naučiti,uchit',uczyć się,vučyć,vchyty,išmokti,mācīties,tanulni,oppia,õppima,sukan,jaanane ke lie,śikhatē,siknu,jāṇūna ghēṇyāsāṭhī,sikhaṇa la'ī,nērcukōvaḍaṁ,kaṟṟukkoḷḷa,kaliyalu,śīkhavu,brai yadgiri,Hînbûn,omūxtan,liataealam,lalmod,lememari,kujifunza,don koyi,lati ko eko,diajar,öğrenmek,o'rganish,üyrenw,öwrenmek,üyrönüü,surakh,xuéxí,manabu ni wa,baeuda,học,untuk mempelajari,para matuto,kanggo sinau,pheụ̄̀x reīyn rū̂,pheuohianhu,rien,padikkan,untuk belajar
,to like,,,,Ŝati,mögen,leuk vinden,att gilla,at lide,å like,aimer,agradar,gustar,gustar,gostar,piacere,a place,për të pëlqyer,a thaitint,i hoffi,na aresei,imeti rad,voljeti,sviđati se,da kharesvam,da saka,mať rád,mít rád,sviđati se,nravitsya,lubić,spadabacca,podobatysʹ,mėgti,patikt,kedvelni,pitää,meeldima,pasand karan,pasand aana,pachanda karatē,mana parā'unu,āvaḍa karaṇē,pasada nū,iṣṭapaḍuṭaku,virumpa,iṣṭa paḍu,gamavu,doost dashteh bashand,ecibandin,dust doştan,lakaa tuhibu,order lahov,mewidedi,kupenda,so,lati fẹ,resep,beğenmek,yoqtirmoq,unatw,halamak,jaktıruu,taalagdakh,xǐhuān,suki ni,joh-ahada,thích,menyukai,magustuhan,seneng,thī̀ chụ̄̀n chxb,mak,chaulchett,ishtappedaan,menyukai
,to listen,,,,aŭskulti,zuhören,luisteren,att lyssna,at lytte,å høre,écouter,escoltar,escuchar,escoitar,ouvir,ascoltare,a asculta,te degjosh,a éisteacht,i wrando,gia na akoúso,poslušati,slušati,slušati,da slusham,da sluša,počúvať,poslouchat,slušati,slushat',słuchać,sluchać,slukhaty,klausytis,klausīties,hallgatni,kuunnella,kuulama,badhan lae,shravan karana,śōnā,sunnu,aikaṇyāsāṭhī,suṇana la'ī,vinaḍāniki,kēṭka,kēḷalu,sāmbhaḷavā māṭē,brai gosh dadan,guhdarî kirin,gūş kardan,liliastimae,lahazin,le mesimati,Kusikiliza,don saurare,lati gbo,ngadangukeun,dinlemek,tinglash,tıñdaw,diňlemek,uguu,sonsokh,tīng,kiku,deudda,nghe,untuk mendengarkan,para makinig,kanggo ngrungokake,pheụ̄̀x fạng,fang,sdab,kelkkan,untuk mendengar
,to look,,,,rigardi,sehen,Kijken,att titta,at se,å se,regarder,mirar,mirar,mirar,olhar,guardare,A se uita,te shohesh,Féach,i edrych,na koitáxeis,pogledati,pogledati,pogledati,da gledam,da gleda,pozrieť sa,podívat se,gledati,smotret',patrzeć,hliadzieć,dyvytysʹ,Žiūrėti,skatīties,nézni,katsoa,vaatama,disan lae,dekhane ke lie,dēkhā,hērnakō lāgi,pāhaṇē,dēkhaṇa la'ī,"cucuṭaki, cūsēnduku",pārppataṟku,nōḍalu,jōvā,kah nigah kand,nihêrîn,nigoh kardan,lilnazar,order lopse,lemayeti,kuangalia,duba,lati wo,ningali,bakmak,qaramoq,qaraw,seretmek,karoo,khaikh,kàn kàn,miru,boda,nhìn,untuk melihat,tumingin,katon,mxng,boeng,meul,nokkan,untuk melihat
,to love,,am,,ami,lieben,houden van,att älska,at elske,å elske,aimer,estimar,amar,amar,amar,amare,a iubi,të duash,a ghrá,caru,N 'agapás,ljubiti,voljeti,voljeti,da obichash,da sakaš,milovať,milovat,voleti,lyubit',kochać,kachać,kokhaty,mylėti,mīlēt,szeretni,rakastaa,armastama,piyar karan,pyaar karane ke lie,bhālabāsatē,māyā garna,prēma karā,pi'āra karanā,premin̄cadāniki,kātalikka vēṇṭum,prītisalu,prēma karavā,ishq warzidan,hez kirin,dūst doştan,yuhibu,lahov,mafik’eri,kupenda,a so,lati feran,pikeun cinta,sevmek,sevmoq,jaqsı körw,söýmek,süyüü,khairlakh,qù ài,aisuru koto,salanghada,yêu,mencintai,magmahal,nresnani,thī̀ ca rạk,hak,sraleanh,snehikkan,untuk mencintai
,to make,,xi,,fari,machen,maken,att göra,at lave,å lage,faire,fer,para hacer,facer,fazer,produrre,a face,për të bërë,Déan,i wneud,na káno,narediti,napraviti,napraviti,da napravish,da napravi,robiť,dělat,napraviti,delat',robić,rabić,zrobyty,gaminti,taisīt,csinálni,tehdä,tegema,thahan lae,banaane ke lie,karatē,banā'una,karaṇyāsāṭhī,baṇā'uṇa la'ī,cēyaḍāniki,"tayārikka, tayārippu",māḍalu,banāvavā māṭē,brai sakhtan,çêkirin,soxtan,liusnae,order litzor,meširati,kutengeneza,yi,lati ṣe,ngadamel,yapmak,qilish,jasaw,etmek,jasoo,khiikh,shǐ,tsukuru,mandeulda,để làm cho,untuk membuat,gumawa,kanggo nggawe,pheụ̄̀x thả,pheuohedhai,daembi thveu aoy,undakkan,untuk membuat
,to need,,,,bezoni,brauchen,nodig hebben,att behöva,at behøve,å trenge,avoir besoin,necessitar,necesitar,Necesitar,precisar,aver bisogno,a avea nevoie,të kesh nevojë,a dhíth,i angen,Na chreiázesai,potrebujeti,trebati,trebati,da se nuzhdaya,da treba,potrebovať,potřebovat,trebati,nuzhdat'sya,potrzebować,mieć patrebu,potrebuvaty,reikėti,vajadzēt,szükséges,tarvita,vajama,zaroorat karan lae,jaroorat ko,praẏōjana,āvaśyaka cha,garaja,dī lōṛa hai,avasaraṁ,tēvai,agatya,jarūrī hōvuṁ,niyaz bay,hewce bûn,lozim şudan,lakaa yahtaj lilhajih,latzork,ke .... filagoti,kuhitaji,bukata,lati nilo,keur butuh,ihtiyaç duymak,muxtoj bo'lmoq,qajet etw,"mätäç bolmak, zar bolmak, mätäçlik",muktaj boluu,kheregtei,xūyào,hitsuyo to suru koto,pil-yohada,cần,membutuhkan,kailangan,perlu,t̂xngkār,tongkan,trauvkar,aavashyathinu,memerlukan
,to open,,"open
abro
",,malfermi,öffnen,openen,att öppna,at åbne,å åpne,ouvrir,obrir,abrir,abrir,abrir,aprire,a deschide,për të hapur,oscail,i agor,gia na anoíxo,odpreti,otvoriti,otvoriti,da otvorish,da otvori,na otvorenie,otevřít,za otvaranje,otkryt',otworzyć,adkryć,vidkryvaty,atidaryti,atvērt,kinyitni,avata,avama,kholan lae,ko kholane ke lie,khulatē,khōlnu,ughaḍaṇyāsāṭhī,khōl'haṇa la'ī,teravaḍāniki,tiṟakka,tegeyuvudu,khōlavā māṭē,brai baaz kordon,vekirin,kuşodan,lifath,order pettuh,lemekifeti,kufungua,budewa,lati ṣii,pikeun muka,açmak,ochish,aşw,açmak üçin,açuu,neekh,dǎkāi,hiraku ni wa,yeolgi wihae,mở,membuka,buksan,kanggo mbukak,pheụ̄̀x peid,pheupoed,baek,thurakkan,untuk membuka
,to pay,,"pei
pago
platit
may not use as buy and pay are duplicitive",,pagi,bezahlen,betalen,att betala,at betale,å betale,payer,pagar,pagar,pagar,pagar,pagare,a plăti,te paguash,íoc,i dalu,na pliróso,plačati,platiti,platiti,da platya,da plati,zaplatiť,platit,platiti,platit',płacić,placić,zaplatyty,mokėti,maksāt,fizetni,maksaa,maksma,adaa karan lae,bhugataan karane ke lie,pariśōdha karatē,tirna bākī,paisē dēṇē,dā bhugatāna karana la'ī,cellin̄cavalasi,celutta vēṇṭum,pāvatisalu,cūkavavā,pradacht,pere dan,pardoxt kardan,lildafe,leshelm,mekifeli,kulipa,biya,lati san,mayar,ödemek,to'lash,tölew,tölemek,tölöö,tölökh,zhīfù,shiharai,jibulhada,trả,membayar,magbayad,kanggo mbayar,c̀āy,chai,leng,adaykkan,bayar
,to read,leī,lei,,legi,lesen,lezen,att läsa,at læse,å lese,lire,llegir,leer,Ler,ler,leggere,a citi,te lexosh,a léamh,i ddarllen,na diavaso,brati,citati,čitati,cheta,da čita,čítať,číst,čitati,chitat',czytać,čytać,chytaty,Skaityti,Lasīt,olvasni,lukea,lugema,parhan lae,padhane ke lie,paṛatē,paḍhnakāē lāgi,vācaṇē,paṛhana la'ī,cadavaḍāniki,vācippataṟku,ōduvudakkāgi,vān̄cavā māṭē,brai khandan,xwendin,xondan,liaqra,lacrea,manibebi,kusoma,don karantawa,lati ka,maca,okumak,o'qish,oqw,okamak,okuu,unshikh,dúshū,yomu,ilgda,đọc,untuk membaca,upang basahin,kanggo maca,x̀ān,an,an,vaayikkan,untuk membaca
,to relax,,,,malstreĉiĝi,entspannen,om te ontspannen,att koppla av,at slappe af,å slappe av,se relaxer,per relaxar-se,relajarse,relaxarse,relaxar,rilassarsi,a se relaxa,për t'u çlodhur,a scíth a ligean,I ymlacio,gia na chalarósete,sprostiti se,opustiti se,opustiti se,da se otpusnete,da se opuštite,relaxovať,odpočívat,da se opustite,rasslabit'sya,zrelaksować się,rasslabicca,vidpochyvaty,atsipalaiduoti,atpūsties,kikapcsolódni,rentoutua,lõõgastuma,aram karan lae,aaraam karane ke lie,śithila,ārāma garna,ārāma,ārāma karana dī,viśramin̄cu,ōyveṭukka,viśrānti paḍeyalu,ārāma karavā māṭē,brai istarahat,rehet bûn,istirohat kardan,lilraaha,order lehirga,le mezinanati,kupumzika,don shakatawa,lati sinmi,pikeun bersantai,rahatlamak,dam olish uchun,demalw,dynç almak,es aluu,amrakh,fàngsōng,relax suru,ginjang-eul pulda,để thư giãn,untuk bersantai,para makapagpahinga,kanggo ngendhokke,p̄h̀xnkhlāy,pheuophonkhai,daembi saamreak,visramikkan,untuk bertenang
,to ride,,,,rajdi,Reiten,rijden,att åka,at ride,å ri,conduire,conduir,a montar,montar,andar,cavalcare,a calari,për të hipur,chun turas,i reidio,na kavalísei,jahati,voziti,jahati,da se vozi,da vozi,jazdiť,jezdit,voziti,yezdit',jeździć,jechać,katatysʹ verkhy,važiuoti,braukt,lovagolni,ratsastaa,sõitma,suwari karan lae,savaaree karane ke lie,cālātē,caḍanu,cālavaṇē,dī savārī karana la'ī,naḍapaḍāniki,cavāri ceyya,savāri māḍalu,savārī karavī,brai sawar shadan,siwar bûn,savor şudan,rukub,larchov,megalebi,kupanda,a hau,lati gùn,numpak,sürmek,minmoq,aydaw,surmek,minüü,joloodokh,qí,noru,tago,cưỡi,mengendarai,sumakay,kanggo numpak,pheụ̄̀x thī̀ ca k̄hī̀,khi,chiah,oodikkan,untuk menunggang
,to say,,,,diri,sagen,zeggen,att säga,at sige,å si,dire,dir,decir,dicir,dizer,dire,a zice,të thuash,a rá,i ddweud,na po,reči,reći,reći,da kazha,da se kaže,povedať,říct,reći,skazat',powiedzieć,kazać,skazaty,sakyti,teikt,mondani,sanoa,ütlema,choon lae,kahane ke lie,balatē,bhannu,mhaṇaṇē,kahiṇa la'ī,ceppaṭāniki,colla,hēḷalu,kahēvuṁ,kah beguide,gotin,guftan,lyaqul,lomer,maleti,kusema,in ce,lati sọ,ngomong,söylemek,Aytmoq,aytw,"diýmek, aýtmak",aytuu,khelekh,shuō,to iu ni wa,malhada,để nói,untuk mengatakan,para sabihin,ngomong,pheụ̄̀x phūd,vao,daembi niyeay,parayaan,untuk berkata
,to see,,,,vidi,um zu sehen,zien,att se,at se,å se,voir,veure,para ver,Ver,ver,da vedere,pentru a vedea,të shikosh,Féach,i weld,gia na do,videti,vidjeti,vidjeti,da vidish,da se vidi,vidieť,vidět,videti,chtoby uvidet',zobaczyć,bačyć,bachyty,matyti,redzēt,látni,nähdä,et näha,disan,dekhane ke lie,dēkhatē,hērna,pāhaṇyāsāṭhī,dēkhaṇa la'ī,cūḍaṭāniki,pārkka,nōḍalu,jōvā māṭē,brai deedan,Dîtin,didan,litaraa,lereat,lemayeti,kuona,a gani,lati ri,ningali,görmek için,ko'rish uchun,körw,görmek,körüü üçün,kharakh,chákàn,o ai deki te,boda,nhìn,untuk melihat,upang makita,nyawang,pheụ̄̀x thī̀ ca dị̂ h̄ĕn,pheuboeng,chng kheunh,kaanan,untuk melihat
,to sell,,"vend, prodat, sel,sat,mai,",,vendi,verkaufen,verkopen,att sälja,at sælge,å selge,vendre,vendre,vender,vender,vender,vendere,a vinde,për të shitur,Díol,gwerthu,na poulísei,prodati,prodati,prodati,da prodava,da prodavaat,na predaj,prodat,prodati,prodavat',na sprzedaż,pradavać,prodavaty,parduoti,pārdot,eladni,myydä,müüa,wikro karan lae,bechane ke lie,bikri karatē,bēcna,vikrī,vēcaṇa dē la'ī,am'maḍaṁ,viṟka,māralu,vēcāṇa māṭē,brai foroush,firotin,Furūxtan,lilbaye,lamkor,lemeshet’i,kuuza,sayar,lati ta,pikeun ngajual,satmak,sotmoq,satw,satmak,satuu,zarakh,mai,uru,palda,bán,untuk menjual,ibenta,kanggo ngedol,k̄hāy,khai,lk,vilkkan,untuk jual
,to send,,,,por sendi,senden,versturen,att skicka,at sende,å sende,envoyer,enviar,mandar,Enviar,enviar,inviare,a trimite,për të dërguar,seoladh,i anfon,na stéilo,poslati,poslati,poslati,da izpratya,da isprati,poslať,poslat,poslati,otpravlyat',wysyłać,paslać,nadislaty,išsiūsti,sūtīt,küldeni,lähettää,saatma,moklan lae,bhejane ke lie,pāṭhātē,paṭhā'unu,pāṭhavaṇyāsāṭhī,bhējaṇa la'ī,pampaṇḍi,aṉuppa,kaḷuhisalu,mōkalavuṁ,brai arsal,hinartin,Firistodan,litursil,order lashlok,melaki,kutuma,aika,lati firanṣẹ,pikeun ngirim,göndermek,yubormoq,jiberw,ibermek,jiberüü,ilgeekh,chuánsòng,soushin suru,bonaeda,để gửi,mengirim,Ipadala,kanggo ngirim,s̄̀ng,song,phnhae,aykkan,untuk hantar
,to ski,,,,skii,Ski laufen,skiën,att åka skidor,at stå på ski,å gå på ski,faire du ski,esquiar,esquiar,esquiar,esquiar,sciare,a schia,për të skijuar,sciáil,i sgïo,na kánei ski,smučati,skijati,skijati,karam ski,da skija,lyžovať,lyžovat,skijati,katat'sya na lyzhakh,jeździć na nartach,na lyžach,katatysʹ na lyzhakh,slidinėti,slēpot,síelni,hiihtää,suusatada,skee karan lae,skee karana,ski karatē,ciplēṭī khēlnu,skī karaṇyāsāṭhī,sakī karana la'ī,skīyiṅg cēyaḍāniki,paṉiccaṟukka,skī māḍalu,skī karavā māṭē,ski,şemandin,liƶaronī kardan,liltazaluj,leski,yeberedo shiritetē mech’aweti,kuteleza,da ski,lati siki,keur ski,kaymak,chang'i uchish,şañğı tebw,lykiada typmak,lıja tebüü,tsanaar gulgakh,huáxuě,ski wa suru,seuki,trượt tuyết,ski,mag-ski,kanggo ski,lèn s̄kī,pai saki,chiah skei,skee cheyyaan,untuk bermain ski
,to sleep,,"slip
dor
spat",,dormi,schlafen,slapen,att sova,at sove,å sove,dormir,dormir,dormir,durmir,dormir,dormire,a dormi,për të fjetur,codladh,i gysgu,na koimithó,spati,spavati,spavati,spya,da spie,spať,spát,spavati,spat',spać,spać,spaty,miegoti,gulēt,aludni,nukkua,magama,nand karan lae,sone ke lie,ghumātē,sutna,jhōpa,sauṇṇa la'ī,paḍukonuṭaku,tūṅka,nidrisalu,ūṅgha,ta bakhwabd,razan,xoʙidan,lilnawm,lishon,metenyati,kulala,barci,lati sun,kulem,uyumak,uxlamoq,uyıqtaw,ýatmak,uktoo,untakh,shuìjiào,neru,jada,ngủ,tidur,matulog,turu,nxn,non,tow keng,urangaan,untuk tidur
,to stay,,,,resti,bleiben,te blijven,att stanna,at blive,å bli,rester,quedar-se,quedarse,quedar,ficar,stare,a sta,për të qëndruar,Fán,i aros,na meínete,ostati,ostati,ostati,da ostana,da ostane,zostať,zůstat,ostati,ostavat'sya,zostać,zastavacca,zalyshatysya,pasilikti,palikt,maradni,jäädä,jääma,rahan lae,rahane ke lie,thākāra,basnakō lāgi,rāhaṇyāsāṭhī,rahiṇa la'ī,uṇḍaḍāniki,taṅkuvataṟku,uḷiyalu,rahēvā,brai manden,man,istodan,litabqaa,lahishar,le mek’ireti,kukaa,zauna,lati duro,cicing,kalmak,qolmoq,qalw,galmak,kaluu,üldekh,liú xiàlái,todomaru ni wa,meomuleuda,ở lại,untuk tinggal,manatili,kanggo tetep,thī̀ ca xyū̀,yu,snaknow,thaamasikkan,tinggal
,to swim,,,,naĝi,Schwimmen,zwemmen,att simma,at svømme,å svømme,nager,nedar,nadar,nadar,nadar,nuotare,a înota,për të notuar,Snámh,i nofio,na kolympísoun,plavati,plivati,plivati,da pluva,da pliva,plávať,plavat,plivati,plavat',pływać,plavać,plavaty,plaukti,peldēt,úszni,uida,ujuma,taran lae,tairane ke lie,sātāra kāṭā,pauḍanu,pōhaṇē,tairana la'ī,īta koṭṭuṭaku,nīntu,īju,tarvu,shena kordon,avjenî kirin,şino kardan,lilsibaha,lischut,mewanyeti,Kuogelea,yin iyo,lati we,ngojay,yüzmek,suzmoq,jüzw,ýüzmek,süzüü,selekh,yóuyǒng,oyogu,suyeonghada,bơi,berenang,lumangoy,nglangi,ẁāy n̂ả,lony n  oa,heltuk,neenthaan,untuk berenang
,to study,,,,studi,studieren,studeren,att studera,at studere,å studere,étudier,estudiar,para estudiar,estudar,estudar,studiare,a studia,te studiosh,staidéar,astudio,na diaváso,študirati,učiti,učiti,da ucha,da učat,študovať,studovat,učiti,uchit'sya,uczyć się,vučycca,vchytysʹ,mokytis,mācīties,tanulni,opiskella,õppima,taleem hasil karan lae,adhyayan karana,adhyaẏana,adhyayana garna,abhyāsa,adhi'aina karana la'ī,caduvukonuṭa koraku,paṭippataṟku,ōdalu,abhyāsa karavā,brai mutaliah,xwendin,xondan,layadris,lalmod,lemat’inati,kusoma,yin karatu,lati iwadi,keur diajar,çalışmak,o'rganish,oqw,okamak,okuu,surakh,xuéxí,benkyo suru,gongbuhada,học,untuk belajar,mag-aral,kanggo sinau,ṣ̄ụks̄ʹā,hian nangsu,seksaa,padikkan,untuk belajar
